Image_name,Paragraph,train,test,val
p_161,"The image features a stone statue of a deity, located on a temple wall. The deity is depicted with multiple arms, each holding different objects. The face of the deity is blurred in the image. The statue is intricately carved, showcasing a high level of detail. The background of the image consists of a stone wall.",FALSE,TRUE,FALSE
p_162,"The image showcases a temple complex with multiple buildings and structures. The central focus is a temple, which is surrounded by various other structures. Smoke can be seen emerging from one of the buildings. There are people present in the image. The temple complex is constructed on a stepped platform. The buildings and structures are composed of brick and stone.",FALSE,TRUE,FALSE
p_163,"The image captures an aerial view of a temple complex in Nepal. The complex is composed of multiple temples, each featuring golden roofs and traditional Nepali architecture. A notable element in the image is the presence of smoke rising from the temples. The sky overhead is filled with clouds, adding a dramatic effect to the scene.",FALSE,TRUE,FALSE
p_164,"The image presents an ancient stone temple. The temple is characterized by a series of arches, stacked on top of one another, creating a tunnel-like effect. The stone structure is adorned with intricate carvings, featuring various figures and designs. Some sections of the stone appear to be crumbling, indicating a state of disrepair.",FALSE,TRUE,FALSE
p_165,"Monkey positioned on a wall which is situated next to a river. The river is flowing and is visible on the left side of the image. In the background, there are buildings and temples complex.",FALSE,TRUE,FALSE
p_166,"The image shows a scene of a temple complex in Kathmandu, located on the banks of a river. The temple is a brick structure with a pagoda style roof, and smoke can be seen rising from it. The temple is surrounded by buildings and people, some of whom are wearing traditional clothes and carrying umbrellas.",FALSE,TRUE,FALSE
p_167,"The structure of the temple is multi-tiered. The roof of the temple is golden, while the walls are red. The temple complex is surrounded by a moat. There are people present, who are seen walking on the red-walled bridge under bagmati river is flowing.",FALSE,TRUE,FALSE
p_168,"Depicts a temple complex constructed from stone, featuring multiple levels and several small shrines and statues. There are women present, seated on the steps of the temple, all of whom are attired in traditional clothing. A dog is also visible in the scene, walking on the left side of the photo.",FALSE,TRUE,FALSE
p_169,"The temple complex consists of several buildings that have a distinctive style of architecture. The buildings are mostly white with red roofs and have intricate carvings and decorations. The landscape is hilly and green, with many trees and houses. The sky is blue and clear, with a slight haze in the distance",FALSE,TRUE,FALSE
p_170,"a scene of a temple complex with multiple shrines. The shrines are made of stone and have intricate carvings on them. The shrines have white domes on top. There is a person walking through the complex, wearing a red shirt and black pants. The complex is surrounded by trees, creating a green and natural environment. The sky is blue and clear, indicating a sunny day.",FALSE,FALSE,TRUE
p_171,"The temple exhibits a tiered roof and is colored in shades of red and black. It is encircled by two walls, one of which is white and the other appears to be made of stone. There are people visible in the background of the image.",FALSE,FALSE,TRUE
p_172,"River scene with a temple and other buildings situated on the bank. The temple is identifiable by its golden dome, and the other buildings have red roofs. Smoke can be seen rising from these structures. People are visible on the bank of the river. The sky overhead is cloudy, and the water in the river appears murky. Rocks are scattered in the water, and a wire fence is noticeable on the bank.",FALSE,FALSE,TRUE
p_173,"A group of people are sitting on a stone platform near a river that is filled with garbage and debris. The river flows under a bridge that connects two sides of the city. The buildings on both sides of the river are old and dilapidated, showing signs of neglect and decay. The sky is hazy and the air quality is poor.",FALSE,FALSE,TRUE
p_174,"A temple complex that includes multiple white domes and a red building. People can be seen walking around the complex. The walkway around the complex is lined with street lamps. The complex is surrounded by a brick wall, and a river is visible in the foreground. The temple complex is situated on a hill, with trees visible in the background.",FALSE,FALSE,TRUE
p_175,"The image showcases a temple complex with a central river. The buildings of the temple are white, adorned with red and gold accents. There are people congregating around the pond and on the steps of the temple. The river itself is rectangular and exhibits a greenish hue. The temple buildings are multi-leveled and exhibit ornate details. The sky above is clear, and leafless trees can be seen in the background.",FALSE,FALSE,TRUE
p_176,The temple complex having golden roof ans spires on the top of roof is constructed on a water body. The water body is filled with garbage. The temple appears to be in a state of disrepair. The temple comprises multiple structures with traditional Nepali architecture. The background includes a clear blue sky and buildings in the distance.,FALSE,FALSE,TRUE
p_177,The complex temple is surrounded by a body of water. There are people gathered around the temple. The temple is constructed from red brick. The temple features a pagoda style roof. The temple is situated in a busy area with other buildings and structures in close proximity.,FALSE,FALSE,TRUE
p_178,"a temple complex that includes multiple shrines and bells. The temple is constructed of stone and exhibits a traditional Nepali architectural style. The image was captured during the day, with the sky visible in the background. The temple complex is surrounded by trees.",FALSE,FALSE,TRUE
p_179,"The image depicts an ancient temple door in Nepal. The door is constructed from stone and features intricate carvings. Flanking the door are two statues, also made of stone. The entire structure, including the door and statues, is situated on a stone wall. The word “देवता” is visible in the image.",FALSE,FALSE,TRUE
p_180,"This complex is uniquely built on a water body. The water body, however, is filled with garbage. The complex comprises multiple structures, all showcasing traditional Nepali architecture. Unfortunately, these structures appear to be in a state of disrepair.",FALSE,FALSE,TRUE
p_181,"Prtray a temple complex at night. The temple is illuminated, standing out against the dark sky. The complex is surrounded by trees and buildings. The temple features a pagoda-style roof and is situated on a hill.",FALSE,FALSE,TRUE
p_182,"This image captures a temple complex in Nepal situated by a river. The complex comprises multiple structures, each exhibiting unique architectural details. The buildings are adorned with various colors and intricate designs. The scene is lively with people moving around the complex.",FALSE,FALSE,TRUE
p_183,"The temple, which is the central focus of the image, is surrounded by other buildings. People can be seen walking around the temple. The sky in the background is clear and blue. The ground is made of stone and there are several small shrines scattered around the temple. The temple itself has a red roof and is decorated with gold accents.",FALSE,FALSE,TRUE
p_184,"a temple complex in Nepal that has a pagoda style roof. The temple is white in color with a gold roof and is surrounded by smaller shrines and buildings that have the same color scheme. There are people in the courtyard in front of the temple, some of them wearing traditional clothes. The sky is blue and there are clouds in the background.",FALSE,FALSE,TRUE
p_185,"a scene featuring a temple with a balcony, where people are gathered. In the foreground, there is a stupa. The temple is predominantly white, adorned with gold accents. The stupa, on the other hand, is gray with a gold top.",FALSE,FALSE,TRUE
p_186,"Depicts a temple complex situated in a hilly region. The complex consists of multiple white domes, each adorned with orange and red flags. The temple is surrounded by a densely populated town, nestled amidst mountains. The sky overhead is filled with clouds, casting a diffused light over the scene.",FALSE,FALSE,TRUE
p_187,"a person standing in the doorway of a temple. The temple is constructed from red brick and features intricate carvings on its walls. The individual in the image is dressed in a pink shirt. The doorway where the person is standing is flanked by two pillars, each adorned with carvings. The temple shows signs of wear and tear, evident from the visible cracks in the walls and missing bricks.",FALSE,FALSE,TRUE
p_188,"Temple complex that consists of several stone structures with intricate carvings. The main structure is a pagoda-style temple with a tiered roof and a golden spire. The temple is surrounded by smaller shrines and statues of deities. A staircase leads up to the entrance of the temple complex, where a signboard is present. the sky is clear and blue indicating sunny day.",FALSE,FALSE,TRUE
p_189,"An aerial view of a temple complex in Nepal. The complex is composed of multiple buildings, showcasing traditional Nepali architecture. The buildings are white with dark roofs and gold accents. The complex is nestled amidst an abundance of trees and other vegetation. The sky above appears hazy, contributing to the overall peaceful ambiance of the image.",FALSE,FALSE,TRUE
p_190,"The complex consists of multiple structures, including a pagoda and a temple with a golden roof. A crowd of people is visible in the courtyard and on the temple steps. The temple complex is nestled among trees and adjacent to a body of water. The buildings are predominantly white and red, with gold accents.",FALSE,FALSE,TRUE
p_191,The image depicts a temple complex with multiple structures. These structures are made of stone and feature intricate carvings. The complex is situated amidst a grove of trees. The sky in the background is clear and blue.,FALSE,FALSE,TRUE
p_192,"The image shows a temple complex on the banks of a river in Nepal. The temple complex has a mix of traditional and modern architecture, with some buildings having domes and spires, and others having flat roofs and glass windows. The temple complex is a place of worship and cultural activity, as people can be seen walking around the premises and on the river bank. Some people are wearing traditional clothes, while others are wearing casual outfits.",FALSE,FALSE,TRUE
p_193,The structure is constructed from wood. The architectural style of the temple is pagoda. People are observed in the vicinity of the temple. Prayer flags are seen hanging from the temple’s roof. The temple is situated amidst trees and other buildings.,FALSE,FALSE,TRUE
p_194,"The complex consists of several stone structures with different shapes and sizes. Some of the structures have domes, spires, or roofs, while others are open to the sky. The structures are decorated with carvings of animals, deities, and patterns. The complex is located in a green area with trees and grass. The sky is clear and blue indicate sunny.",FALSE,FALSE,TRUE
p_195,"Pashupatinath temples and shrines situated in a forested area. The structures vary in size and shape, each displaying intricate carvings and details. The temples and shrines are well-preserved, indicating their historical significance. The clear sky and the natural backdrop of trees add to the serene ambiance of the location.",FALSE,FALSE,TRUE
p_196,a statue of a Hindu deity with multiple arms and a blurred face. The statue is wearing a red garment and is placed in a brick alcove. There are offerings of flower petals and other small items at the feet of the statue.,FALSE,FALSE,TRUE
p_197,"a traditional Nepali temple complex known as Pasupatinath. The temple is constructed with tiered roofs and ornate decorations. A courtyard surrounds the temple, featuring a pond and people strolling around.",FALSE,FALSE,TRUE
p_198,"The temples are white with gold accents and have red roofs. The temples have different shapes and sizes, some with domes and spires. The temples are surrounded by tree branches and wires that create a contrast with the buildings.A Sky is blue indicating sunny day.",FALSE,FALSE,TRUE
p_199,This image shows a mural on a wall that depicts a Hindu deity sitting on a tiger with a trident in hand. The deity has multiple arms and wears a crown. The mural is in a poor condition with the paint peeling off in places. The background of the mural is a mountainous landscape. The wall is made of concrete and has a wooden door and window.,FALSE,FALSE,TRUE
p_200,"The image portrays a temple complex with several structures. People are congregated around a water body within the complex. The architecture of the structures is traditional Nepali. Smoke is observed rising from the water. The sky appears overcast, and birds can be seen flying in the background. The foreground displays a pile of bamboo sticks and trash.",FALSE,FALSE,TRUE
l_1," There is a white building with a large pool of water in front of it.The white walls and golden roof of the Lumbini Temple stand out against the blue sky.The temple is surrounded by a moat, and the flags add a pop of color to the scene.",TRUE,FALSE,FALSE
l_2,A group of monks and visitors gather at a temple in Lumbini. Monks in orange robes sit on a brick platform . Visitors in white clothing sit on a brick platform . A temple with a white wall and a tall chimney in the background.,TRUE,FALSE,FALSE
l_3,A  scene of a temple and its reflection in the water at sunset. A group of people gather at the edge of a temple’s reflecting pool at sunset. The white temple and its golden roof stand out against the pink sky at sunset. The temple’s reflection in the water is at Maya Devi Temple in Lumbini.,TRUE,FALSE,FALSE
l_4,"This is a photo of a white temple with a golden Buddha statue in the center. The temple is made of white marble and has a tall spire on the right side. The Buddha statue is golden and sits in the center of the temple. The sky is a hazy gray, making the temple stand out even more.",TRUE,FALSE,FALSE
l_5,"A  scene of a temple and its reflection on the water. The white temple and its golden roof stand out against the pink sky at sunset. The temple’s reflection in the water creates a serene atmosphere at sunset. The temple is surrounded by a moat, trees.",TRUE,FALSE,FALSE
l_6,This is a photo of a brick structure in a grassy field with a white building in the background. The brick structure  is ruins of an ancient buildingin Lumbini. The photo was taken on a sunny day with blue skies. The ruins are surrounded by green grass and a small sign in the foreground.,TRUE,FALSE,FALSE
l_7,This is a photo of a brick structure in a grassy field with a white building in the background. The brick structure appears to be ruins of an ancient building at Lumbini. The photo was taken on a sunny day with blue skies. The ruins are surrounded by green grass and a small sign in the foreground.,TRUE,FALSE,FALSE
l_8,A white Buddhist temple with a golden spire on top. A group of people walking in a path  towards a white temple with a golden spire.A temple with a white dome.,TRUE,FALSE,FALSE
l_9,A colorful Buddhist shrine with statues and offerings. A shrine with a Buddha statue and other figures in a temple. A Buddhist shrine with a blue altar and gold statues. A shrine with a red Buddha statue and other figures in a temple with a mural in the background.,TRUE,FALSE,FALSE
l_10,This is a photo of a brick building with a tall Ashoka pillar and colorful flags. The building is red and has many windows. There is a person sitting on the ground near the flags. The sky is blue and the trees are green.,TRUE,FALSE,FALSE
l_11, a white temple with a golden spire in the background and a pond with pink lotus flowers in the foreground. The temple is surrounded by green trees and grass. The sky is hazy and the photo was taken during the day.,TRUE,FALSE,FALSE
l_12, a white temple with a golden spire in the background and a pond with pink lotus flowers in the foreground. The temple is surrounded by green trees and grass. The sky is hazy.There is a Ashoka pillar on left.,TRUE,FALSE,FALSE
l_13,a historical site with a tree in the background. The site is made of red bricks and has a flag on the top. People are walking around the site and taking pictures. The sky is blue and the grass is green.,TRUE,FALSE,FALSE
l_14, a temple in Lumbini with a golden Buddha statue in the foreground. The temple is white with a traditional  roof and is surrounded by greenery. The sky is blue with white clouds and the photo is taken from a low angle. The Buddha statue is in the center of the photo and is facing the temple.,TRUE,FALSE,FALSE
l_15,This is a photo of a temple in Nepal with a golden spire and a pond with pink lotus flowers in the foreground. The temple is surrounded by green trees and grass. The sky is blue and there are trees in the background. There are people walking around the temple and enjoying the view.,TRUE,FALSE,FALSE
l_16,a traditional Chinese temple with a beautiful garden in the foreground. The temple has a red roof and is surrounded by trees and shrubs. The garden has a stone path leading up to the temple and is filled with greenery and flowers. The sky is blue and the weather appears to be sunny.,TRUE,FALSE,FALSE
l_17,This is a photo of a historical site with a large tree in the background and people walking around. The site appears to be made of brick and is in a state of disrepair. The tree is large and has a wide trunk and many branches. The sky is blue and there are a few clouds in the sky. There are people walking around the site and some are taking photos.,TRUE,FALSE,FALSE
l_18,a temple with a large white dome and colorful decorations. The temple is surrounded by a well-manicured garden with a golden statue in the foreground. The temple has a yellow roof with golden accents and a red and gold trim. The temple has multiple windows with blue and white shutters. The sky is blue and the temple is surrounded by green trees,TRUE,FALSE,FALSE
l_19,"This is a photo of a traditional Chinese temple with a beautiful garden in the foreground. The temple is a large orange and red building with a curved roof and ornate decorations. The garden is filled with green trees and bushes, and there is a stone path leading up to the temple. The sky is blue and the weather appears to be sunny.",TRUE,FALSE,FALSE
l_20, a temple with a unique design. The temple has a blue roof and a white dome with a golden spire on top. The temple is surrounded by greenery and has a clear blue sky in the background. The temple has  multiple windows.,TRUE,FALSE,FALSE
l_21,This is a photo of a temple in Lumbini with a golden Buddha statue on top. The temple is surrounded by trees and there are people walking around it. The temple has a tall stone structure with a statue of Buddha on top. The temple has a golden dome on the right side of the photo. The sky is overcast and the photo is taken during the day.,TRUE,FALSE,FALSE
l_22," a white temple with a golden dome on top, reflected in the water in front of it. The temple is surrounded by a white wall with flags on top. The temple is located in a green area with trees and grass. The sky is blue and there are some clouds",TRUE,FALSE,FALSE
l_23,"a Buddhist shrine with many colorful decorations and offerings. The shrine is located in a room with a wooden floor and walls. The shrine has three golden Buddha statues in the center, with a large orange and gold canopy above them. There are many offerings on the shrine, including flowers, fruit, and candles. The shrine is decorated with colorful banners and flags, with Tibetan script on them.",TRUE,FALSE,FALSE
l_24,a memorial with an eternal flame in a park with a lake in the background. The memorial is made of white stone and has a plaque on it. The eternal flame is in a black metal bowl on top of the memorial. The memorial is surrounded by greenery and a brick walkway. The lake in the background has a fountain in it,TRUE,FALSE,FALSE
l_25,a tall stone pillar in a small pond. The pillar is surrounded by a fence and trees. The pillar is gray in color and has red markings on it. The pond is surrounded by a brick wall. The background consists of trees and a clear sky.,TRUE,FALSE,FALSE
l_26,"This is a photo of a Ashoka pillar building with a tall chimney. The pillar is cylindrical and has a small golden dome on top. The building has multiple windows, some of which are boarded up. In front of the building, there is a fence with colorful clothes hanging on it. The clothes are mostly white, with some red and yellow pieces. The sky is blue and there are no clouds visible.",TRUE,FALSE,FALSE
l_27,"a traditional Hindu shrine. The shrine is decorated with red and gold fabric and offerings. The offerings include flowers, incense, and bowls of food. The shrine is against a brick wall and there is a flame burning in the foreground.",TRUE,FALSE,FALSE
l_28,"This is a photo of a temple entrance with two lion statues on either side. The entrance is painted in bright colors, with a blue door and yellow walls. The lion statues are covered in red powder, likely from a religious ceremony. A child is standing in front of the entrance, holding a plate of offerings. The background shows a clothesline and a man walking by.",TRUE,FALSE,FALSE
l_29,it is a image of an old temple on a hill. The temple is made of brick and has a pointed roof. The temple is surrounded by trees and greenery. The sky is blue and the image is taken during the day,TRUE,FALSE,FALSE
l_30,a white temple with a golden spire on top. The temple is surrounded by greenery and has a clear blue sky in the background. The temple has a large white dome and a smaller golden dome on top. There are people walking around the temple.,TRUE,FALSE,FALSE
l_31,This is a photo of colorful prayer flags hanging above a brick ruins in a sandy area. The flags are in various colors and sizes and are hanging from strings. They are blowing in the wind. The ruins are in the foreground and the background is a blue sky with trees.,TRUE,FALSE,FALSE
l_32,a field with many Buddha statues scattered around. The statues are in various poses and sizes. The field is surrounded by trees and greenery. There is a blue building in the background. The sky is blue and there are some clouds visible.,TRUE,FALSE,FALSE
l_33,"This is a photo of a temple with a golden roof and a reflection in the water. The temple is located in a peaceful setting with trees and a blue sky in the background. The temple has a unique architectural design with a pointed roof and intricate details. The temple is reflected in the water, creating a mirror image.",TRUE,FALSE,FALSE
l_34, an ancient stone carving that depicts a battle scene with warriors and chariots. The carving is in good condition and well-preserved. It is located on a temple wall.,TRUE,FALSE,FALSE
l_35,a photo of the Lumbini Gate in Nepal. The gate is a large archway with a temple-like structure on top. It is made of brick and has a golden dome on top. People can be seen walking around the gate. The photo was taken during the day and the sky is cloudy,TRUE,FALSE,FALSE
l_36,"The temple has multiple levels and is decorated with intricate designs. There are people walking around the temple and a few trees scattered around the area. The sky is orange and pink, creating a beautiful backdrop for the temple",TRUE,FALSE,FALSE
l_37,a white Buddhist temple with a golden spire. The temple is located on a hill and has a staircase leading up to it. The temple has a large golden spire on top and a smaller golden spire on the side. There are people walking around the temple and sitting on the stairs. The sky is a light blue color and there are some clouds in the background,TRUE,FALSE,FALSE
l_38,"This is a photo of a white building with a golden dome and flags on top, reflected in the water in front of it. The building appears to be a temple or a palace. The photo is taken during the day, with a clear sky.",TRUE,FALSE,FALSE
l_39,This is a photo of a temple with prayer flags in the foreground and ruins in the background. The temple is white with a golden roof and red and white walls. The ruins are brick and appear to be from an ancient civilization. The prayer flags are colorful and strung up on poles. The sky is blue and the grass is green.,TRUE,FALSE,FALSE
l_40,"The image you sent is of a temple interior with a large altar and many statues. The temple is decorated with colorful murals and statues. The main altar is a large, ornate structure with a golden Buddha statue in the center. The walls are lined with shelves of smaller statues and offerings. The floor is tiled and there are red prayer cushions scattered about",TRUE,FALSE,FALSE
l_41,"This is a photo of a white building with a golden dome and red flags. The building is located in the background, while trees and grass are visible in the foreground. The photo is taken from a park, with a tree trunk on the left and a tree on the right. The building has multiple windows and a red flag on each corner",TRUE,FALSE,FALSE
l_42,"a white building with a golden dome and flags on top, surrounded by greenery and a blue sky . The building appears to be a temple or a religious structure . The photo is taken from a low angle, with tree branches framing the top of the image .",TRUE,FALSE,FALSE
l_43,This is a photo of a temple in Lumbini with a tall golden spire. The temple is surrounded by a white wall with gold accents and is situated in a park-like setting with trees and a blue sky in the background.,TRUE,FALSE,FALSE
l_44,This is an image of an archaeological site in Lumbini with ruins of a brick structure. The ruins are made of red bricks and are in a state of disrepair. The ruins are in a room with a concrete floor and a metal railing in the background. There is a blue informational sign on the floor next to the ruins.,TRUE,FALSE,FALSE
l_45, a golden statue of a child Buddha with its arm raised in a temple courtyard. The statue is made of gold and is in the center of the image. The statue is in front of a white temple building with a red roof. The background consists of a courtyard with a tiled floor and a white temple building with a red roof,TRUE,FALSE,FALSE
l_46,This is a photo of a white temple with a golden roof in a park-like setting with blue skies. The temple is a two-story building with a flat roof and a golden dome on top. The temple is surrounded by a white wall with red flags on top. The temple is in a park-like setting with green grass and trees. The sky is blue with white clouds,TRUE,FALSE,FALSE
l_47,a white temple with golden accents in a garden setting . The temple is a two-story building with a flat roof and a golden dome on top . The temple has a white wall with a golden border and red flags on top 1. The temple is surrounded by a garden with green bushes and trees . The garden has a brick path leading up to the temple .,TRUE,FALSE,FALSE
l_48,white building with a golden stupa on top and people gathered around it.,TRUE,FALSE,FALSE
l_49,"This is a photo of a traditional Chinese temple with orange and red roofs and a courtyard in front. The temple has multiple levels and ornate roof decorations. The courtyard is empty and has a stone floor. The temple is surrounded by trees and shrubbery. The photo is taken from a higher vantage point, looking down on the temple.",TRUE,FALSE,FALSE
l_50,"a white building with a golden stupa on top. The stupa is a tall, conical structure with a pointed top. The building appears to be a temple or religious structure and has a flat roof and red accents on the windows. The sky is hazy and gray.",TRUE,FALSE,FALSE
l_51,This is a photo of a Buddhist temple with a white dome and a golden spire. The temple is surrounded by trees and has a blue sky in the background. The spire has a flag on top and a statue of Buddha at the base. The dome has a face painted on it with blue eyes.,TRUE,FALSE,FALSE
l_52,a white Buddhist temple with a golden spire in a rural setting. The temple is a large white dome with a golden spire on top. The temple is surrounded by trees and a dirt road. There are several signs in front of the temple,TRUE,FALSE,FALSE
l_53,"This is a photo of a golden temple with a tall spire. The temple is surrounded by trees and the sky is blue with clouds. The temple is at Lumbini. The temple is made of gold and has intricate designs on it. The temple is likely a gurdwara, a place of worship for Sikhs.",TRUE,FALSE,FALSE
l_54," a Buddhist temple with colorful flags and a garden in the foreground. The temple has a white building with a golden roof and is surrounded by green bushes. The flags are red, yellow, blue, and green and are hung on poles. The temple has a red and white flag on the roof. The sky is blue and there are trees in the background.",TRUE,FALSE,FALSE
l_55,This is a photo of an ancient brick temple with a modern staircase on the left side. The temple is made of red bricks and is in a state of ruin. The temple is surrounded by greenery. The sky is blue and clear.,TRUE,FALSE,FALSE
l_56,This is an image of an ancient brick structure in a grassy field with trees in the background. The structure appears to be rectangular and made of red bricks. It is in a state of disrepair with some bricks missing and others crumbling. The grassy field is dry and there are a few scattered trees in the background. The sky is blue and the image appears to have been taken on a sunny day.,TRUE,FALSE,FALSE
l_57,"a white temple with a golden dome and red accents, surrounded by a garden with yellow bushes. There are people walking around the temple and garden. Unfortunately, I am not able to see the image you sent, so I can’t provide more details.",TRUE,FALSE,FALSE
l_58,This is an image of an ancient brick structure with prayer flags in the background . The prayer flags are colorful and strung up on poles in the background . The structure appears to be a temple or shrine . The bricks are weathered and the structure is in ruins.,TRUE,FALSE,FALSE
l_59,"This is a photo of two colorful statues of Chinese warriors in a temple. The statues are of two men, one in blue and one in yellow, both wearing armor and holding weapons. The statues are on a red platform with a red railing in front of them. The background is a white wall with green and blue decorations. There is a person in the foreground with their face blurred out.",TRUE,FALSE,FALSE
l_60," a white temple with golden roofs and flags, reflected in a body of water. The temple has white walls and is surrounded by a body of water, which reflects the temple. There are flags on the temple and a few trees in the background. The sky is blue and the photo is taken during the day.",TRUE,FALSE,FALSE
l_61,This is an image of a white temple with a golden stupa on top and a grassy field in the foreground. The temple has a white wall with a row of windows on top. There are two brick structures in the foreground.,TRUE,FALSE,FALSE
l_62,"This is an image of a historical site with ruins and trees in the background. The ruins are made of red bricks and are in the center of the image. The ruins are surrounded by trees and grass. The image is taken from a distance, with a gate in the foreground. The gate is made of red bricks and has a yellow and white flag on it.",TRUE,FALSE,FALSE
l_63," a white temple with a golden Buddha statue inside. The temple has a pointed roof and intricate designs on the exterior. The temple is surrounded by a white wall with a red roof. The Buddha statue is visible through the entrance of the temple and is on a purple pedestal. There is a person standing on the left side of the photo, looking at the temple.",TRUE,FALSE,FALSE
l_64,This is a photo of a temple with a golden spire and green roofs. The temple is surrounded by trees and foliage. The temple appears to be in a tropical or subtropical climate. The temple is in a traditional architectural style with ornate details.,TRUE,FALSE,FALSE
l_65,a stone relief carving that depicts figures in traditional clothing and headwear. The figures are in various poses and appear to be dancing or performing. The carving is weathered and has some areas of discoloration. The background is a gray stone wall.,TRUE,FALSE,FALSE
l_66,"This is a photo of a temple with a pool in the foreground and the sun setting in the background. The temple is a two-story building with a red roof and white walls. The temple has a porch with columns and a staircase leading up to it. The pool is blue and rectangular in shape. The sun is setting in the background, creating a warm glow.",TRUE,FALSE,FALSE
l_67, a temple with a red exterior and a golden roof. The temple is surrounded by a moat with green water. The temple is located in a park-like setting with trees and grass. The sky is blue and there are a few clouds in the sky.,TRUE,FALSE,FALSE
l_68,This is a photo-realistic image of an archaeological site with ruins and a pond. The ruins are made of brick and are in various states of decay. The pond is rectangular and has a fountain in the center. The background consists of trees and a blue sky. There are colorful flags hanging in the background,TRUE,FALSE,FALSE
l_69,a temple complex with a large pond in the foreground. The temple complex is white with a red roof and has a large gate with two pillars. The pond is rectangular in shape and has a reflection of the temple complex in it. The sky is blue with some clouds. The photo is taken from a distance and the temple complex is in the background.,TRUE,FALSE,FALSE
l_70,This is a photo realistic image of a brick structure in a park-like setting. The brick structure is in the foreground and appears to be ruins or an archaeological site. The bricks are red and the structure is partially covered in grass. The background consists of trees and a building in the distance. The sky is overcast.,TRUE,FALSE,FALSE
l_71,This is a photo of three monks sitting in a garden. The monks are sitting on a stone path with their backs to the camera. The background is filled with colorful prayer flags hanging from trees. The garden has green bushes and trees.,TRUE,FALSE,FALSE
l_72,"a traditional Thai temple with a blue roof and white walls, surrounded by greenery. The temple has a pointed roof with intricate details and a white facade. The sky is blue and the photo was taken on a sunny day.",TRUE,FALSE,FALSE
l_73,This is a photo of a golden statue of a Buddha on a lotus pedestal in a pond. The statue is of a deity with a headdress and a raised hand. The statue is on a lotus pedestal which is on a black circular base. The pond has black water and floating lotus leaves. The background is of trees and a building.,TRUE,FALSE,FALSE
l_74,"a temple with a white dome and golden spire, set against a blue sky. The temple is surrounded by red brick buildings with sloping roofs. The image could be used to train a machine learning model to recognize temples with white domes and golden spires, and distinguish them from other types of buildings",TRUE,FALSE,FALSE
l_75,"This is a photo of a park with a large brick structure in the background. The brick structure appears to be a historical monument or ruins. The park is filled with trees and grass. There are people walking through the park, some in groups and some alone. The sky is overcast.",TRUE,FALSE,FALSE
l_76,The image depicts a group of people in orange robes sitting on the ground facing a white temple with a golden roof and a red flag on top. A person is standing in front of the group with their arms raised. The background is hazy and there are trees visible.,TRUE,FALSE,FALSE
l_77, a large white Buddhist temple with a golden spire on top. The temple is located in a park-like setting with trees and a clear blue sky in the background. The temple has a large golden Buddha statue on the front. There are people walking around the temple and some are climbing the stairs to the entrance. The temple is surrounded by a white fence with white statues of lions on either side of the entrance,TRUE,FALSE,FALSE
l_78,The image depicts a traditional Chinese temple with a red roof and green trees in the background. The temple has a large courtyard in front of it with a stone path leading up to the entrance. The temple has a red roof with gold accents and a green roof with gold accents,TRUE,FALSE,FALSE
l_79,a temple with a large incense burner in the foreground and people walking around in the background. The temple is a traditional Chinese style with a red and gold roof and green and gold walls. The incense burner is a large bronze urn with a lid and a dragon on the side. The background consists of people walking around the temple grounds. The sky is blue and the trees are green.,TRUE,FALSE,FALSE
l_80,"The image depicts a Buddhist temple with colorful prayer flags in the foreground. The temple is white with a golden roof and a red flag on top. The prayer flags are strung up on a tree and are in the colors of red, yellow, blue, green, and white. The background consists of a clear blue sky and a body of water.",TRUE,FALSE,FALSE
l_81,"a temple with a colorful roof and a white base. The temple has a blue and white roof with a gold spire on top. The temple is surrounded by a garden with greenery and flowers. In the foreground, there is a white bridge with a red railing. The sky is blue and the photo is taken during the day.",TRUE,FALSE,FALSE
l_82,"a photo of the interior of a temple with a black lingam in the center. The temple is made of white marble with red accents. The lingam is surrounded by a red railing with gold accents. The background consists of a clock and other temple decorations. The photo is taken from a low angle, looking up at the lingam.",TRUE,FALSE,FALSE
l_83,This is an image of an ancient brick temple in a green field with trees in the background. The temple is made of red bricks and is in a state of ruin. The temple is surrounded by a green field with trees in the background. The sky is blue and the image is taken during the day.,TRUE,FALSE,FALSE
l_84,a white temple with a golden dome that is reflected in a pool of water. The temple has a white exterior and a golden dome. It is surrounded by a red brick wall. There are people walking around the temple and a few trees in the background.,TRUE,FALSE,FALSE
l_85,This is an image of an archaeological site with ruins of ancient buildings. The ruins are made of brick and stone and are in various states of decay. The site is indoors and is lit by natural light from windows in the ceiling. There are people in the background observing the ruins. There is a blue sign in the center of the image,TRUE,FALSE,FALSE
l_86, a woman wearing a pink and green sari walking in a park with a pond and ruins in the background.,TRUE,FALSE,FALSE
l_87,This is a photo of a traditional Chinese temple with a garden and people walking around. The temple is a two-story building with a yellow roof and red walls. The temple is surrounded by a garden with trees and bushes. There are people walking around the temple and taking photos. The sky is blue and the weather appears to be sunny.,TRUE,FALSE,FALSE
l_88,This is a photo-realistic image of an ancient brick wall in a park-like setting. The wall is made of red bricks and is in a state of disrepair. The wall is surrounded by greenery and trees. There is a small sign in front of the wall.,TRUE,FALSE,FALSE
l_89, a stone sculpture of a snake on a brick platform. The sculpture is weathered and has red paint on it. The platform is made of red bricks and is also weathered. The background is blurred and consists of more brick structures.,TRUE,FALSE,FALSE
