छवि_नाम, अनुच्छेद, ट्रेन, परीक्षण, val,,,,,,,,,
 p_174,"धेरै सेतो गुम्बज र रातो भवन समावेश भएको मन्दिर परिसर। कम्प्लेक्स वरिपरि मानिसहरु हिँडिरहेको देख्न सकिन्छ। कम्प्लेक्स वरपरको पैदल मार्ग सडक बत्तीहरूले भरिएको छ। कम्प्लेक्स इट्टाको पर्खालले घेरिएको छ, र अग्रभूमिमा नदी देखिन्छ। मन्दिर परिसर पहाडमा अवस्थित छ, पृष्ठभूमिमा रूखहरू देखिन्छन्।",FALSE,FALSE,TRUE,,,,,,,,,
 p_175," छविले केन्द्रीय नदीको साथ मन्दिर परिसर देखाउँछ। मन्दिरका भवनहरू सेतो, रातो र सुनको लहजले सजिएका छन्। पोखरी वरपर र मन्दिरको सिँढीमा मानिसहरूको भीड लागेको छ। नदी आफैं आयताकार छ र हरियो रंग प्रदर्शन गर्दछ। मन्दिर भवनहरू बहु-स्तरीय छन् र अलंकृत विवरणहरू प्रदर्शन गर्दछ। माथिको आकाश सफा छ, र पृष्ठभूमिमा पातविहीन रूखहरू देख्न सकिन्छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_176,छानाको माथिल्लो भागमा सुनौलो छाना र मालाहरू भएको मन्दिर परिसर जलप्रलयमा निर्माण गरिएको छ। खानेपानी फोहोरले भरिएको छ । मन्दिर जीर्ण अवस्थामा रहेको देखिन्छ । यस मन्दिरमा परम्परागत नेपाली वास्तुकला सहितको धेरै संरचनाहरू छन्। पृष्ठभूमिमा सफा नीलो आकाश र दूरीमा भवनहरू समावेश छन्।,FALSE,FALSE,TRUE,,,,,,,,,
 p_177, जटिल मन्दिर पानीको शरीरले घेरिएको छ। मन्दिरको वरिपरि मानिसहरु जम्मा भएका छन् । मन्दिर रातो इँटाबाट बनेको हो । मन्दिरमा प्यागोडा शैलीको छाना छ। मन्दिर नजिकै अन्य भवन र संरचनाहरु संग व्यस्त क्षेत्रमा अवस्थित छ।,FALSE,FALSE,TRUE,,,,,,,,,
 p_178," एउटा मन्दिर परिसर जसमा धेरै मन्दिरहरू र घण्टीहरू समावेश छन्। ढुङ्गाले बनेको यस मन्दिरमा नेपाली वास्तुकलाको परम्परागत शैली झल्किएको छ । तस्वीर दिनको समयमा खिचिएको थियो, पृष्ठभूमिमा आकाश देखिने गरी। मन्दिर परिसर रूखहरूले घेरिएको छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_179,"छविले नेपालको प्राचीन मन्दिरको ढोकालाई चित्रण गरेको छ। ढोका ढुङ्गाबाट बनेको छ र यसमा जटिल नक्काशीहरू छन्। ढोकाको छेउमा ढुङ्गाबाट बनेका दुईवटा मूर्तिहरू छन्। ढोका र मूर्तिहरू सहित सम्पूर्ण संरचना ढुङ्गाको पर्खालमा अवस्थित छ। चित्रमा ""देवता"" शब्द देखिन्छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_180," यो कम्प्लेक्स अद्वितीय रूपमा पानीको शरीरमा बनाइएको छ। तर, खानेपानी फोहोरले भरिएको छ । कम्प्लेक्समा धेरै संरचनाहरू छन्, सबै परम्परागत नेपाली वास्तुकला प्रदर्शन गर्दछ। दुर्भाग्यवश, यी संरचनाहरू जीर्ण अवस्थामा देखिन्छन्।",FALSE,FALSE,TRUE,,,,,,,,,
 p_181," रातमा मन्दिर परिसरमा प्रेट्रे गर्नुहोस्। मन्दिर उज्यालो छ, अँध्यारो आकाशको बिरूद्ध उभिएको छ। कम्प्लेक्स रूखहरू र भवनहरूले घेरिएको छ। मन्दिरमा प्यागोडा शैलीको छाना छ र यो पहाडमा अवस्थित छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_182,"यो तस्बिरले नदीको किनारमा रहेको नेपालको मन्दिर परिसरलाई कैद गरेको छ। कम्प्लेक्समा धेरै संरचनाहरू छन्, प्रत्येकले अद्वितीय वास्तुकला विवरणहरू प्रदर्शन गर्दछ। भवनहरू विभिन्न रंग र जटिल डिजाइनहरूले सजिएका छन्। कम्प्लेक्स वरिपरि मानिसहरूको आवतजावतको साथ दृश्य जीवन्त छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_183," मन्दिर, जुन छविको केन्द्रीय फोकस हो, अन्य भवनहरूले घेरिएको छ। मन्दिर वरिपरि मानिसहरु घुमफिर गरेको देख्न सकिन्छ । पृष्ठभूमिमा आकाश सफा र नीलो छ। जमिन ढुङ्गाले बनेको छ र मन्दिरको वरिपरि छरिएका धेरै साना तीर्थहरू छन्। मन्दिर आफैंमा रातो छत छ र सुनको उच्चारणले सजाइएको छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_184, नेपालको एउटा मन्दिर परिसर जसमा प्यागोडा शैलीको छाना छ। मन्दिर सुनको छानासहित सेतो रङको छ र वरिपरि साना तीर्थस्थल र एउटै रङ योजना भएका भवनहरूले घेरिएको छ। मन्दिर अगाडिको आँगनमा केही मानिसहरु परम्परागत लुगा लगाएका छन् । आकाश निलो छ र पृष्ठभूमिमा बादलहरू छन्।,FALSE,FALSE,TRUE,,,,,,,,,
 p_185,"एउटा बालकनी भएको मन्दिर देखाइएको दृश्य, जहाँ मानिसहरू भेला हुन्छन्। अग्रभूमिमा एक स्तुपा छ। मन्दिर मुख्यतया सेतो छ, सुनको उच्चारणले सजिएको छ। अर्कोतर्फ, स्तूप सुनको टपको साथ खैरो छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_186," पहाडी क्षेत्रमा अवस्थित एउटा मन्दिर परिसर चित्रण गर्दछ। कम्प्लेक्समा धेरै सेतो गुम्बजहरू छन्, प्रत्येक सुन्तला र रातो झण्डाहरूले सजिएको छ। पहाडको बिचमा रहेको यो मन्दिर घना जनसंख्या भएको सहरले घेरिएको छ। आकाश माथि बादलले भरिएको छ, दृश्यमा फैलिएको प्रकाश कास्ट गर्दै।",FALSE,FALSE,TRUE,,,,,,,,,
 p_187," मन्दिरको ढोकामा उभिएको एक व्यक्ति। मन्दिर रातो इँटाबाट बनेको छ र यसको भित्ताहरूमा जटिल नक्काशीहरू छन्। छविमा व्यक्ति गुलाबी शर्टमा लुगा लगाएको छ। व्यक्ति उभिएको ढोकामा दुईवटा स्तम्भहरू छन्, प्रत्येक नक्काशीले सजिएको छ। भित्तामा देखिने दरारहरू र हराएको इँटाबाट स्पष्ट रूपमा मन्दिरले टुक्रा-टुक्रा हुने संकेतहरू देखाउँछ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_188,"जटिल नक्काशीका साथ धेरै ढुङ्गा संरचनाहरू मिलेर बनेको मन्दिर परिसर। मुख्य संरचना प्यागोडा शैलीको मन्दिर हो जसमा टायर गरिएको छाना र सुनको टुक्रा छ। मन्दिरको वरिपरि साना तीर्थहरू र देवताहरूको मूर्तिहरू छन्। एउटा सिँढी मन्दिर परिसरको प्रवेशद्वारमा जान्छ, जहाँ साइनबोर्ड अवस्थित छ। आकाश सफा छ र नीलो घामको दिन संकेत गर्दछ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_189," नेपालको मन्दिर परिसरको हवाई दृश्य। परम्परागत नेपाली वास्तुकला झल्काउने यो कम्प्लेक्स बहुविध भवनहरू मिलेर बनेको छ। भवनहरू कालो छाना र सुनको उच्चारणका साथ सेतो छन्। कम्प्लेक्स रूखहरू र अन्य वनस्पतिहरूको प्रशस्तताको बीचमा बसेको छ। माथिको आकाश धुलो देखिन्छ, छविको समग्र शान्तिमय वातावरणमा योगदान गर्दछ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_190,"कम्प्लेक्समा प्यागोडा र सुनको छाना भएको मन्दिर सहित धेरै संरचनाहरू छन्। मन्दिरको आँगन र सिँढीमा मानिसको भीड देखिन्छ । मन्दिर परिसर रूखहरूको बीचमा छ र पानीको शरीरको छेउमा छ। भवनहरू मुख्यतया सेतो र रातो छन्, सुनको उच्चारणका साथ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_191, छविले धेरै संरचनाहरू भएको मन्दिर परिसर चित्रण गर्दछ। यी संरचनाहरू ढुङ्गाबाट बनेका छन् र यसमा जटिल नक्काशीहरू छन्। कम्प्लेक्स रूखहरूको ग्रोभको बीचमा अवस्थित छ। पृष्ठभूमिमा आकाश सफा र नीलो छ।,FALSE,FALSE,TRUE,,,,,,,,,
 p_192," छविले नेपालको नदीको किनारमा रहेको मन्दिर परिसर देखाउँछ। मन्दिर परिसरमा परम्परागत र आधुनिक वास्तुकलाको मिश्रण छ, केही भवनहरूमा गुम्बज र स्पाइरहरू छन्, र अरूमा समतल छाना र सिसाका झ्यालहरू छन्। मन्दिर परिसर पूजा र सांस्कृतिक गतिविधि गर्ने ठाउँ हो, किनकि मानिसहरू परिसर वरिपरि र नदी किनारमा हिंडिरहेको देख्न सकिन्छ। कतिपयले परम्परागत लुगा लगाएका छन् भने कतिपयले क्याजुअल पहिरन लगाएका छन् ।",FALSE,FALSE,TRUE,,,,,,,,,
p_193, संरचना काठबाट निर्माण गरिएको छ। मन्दिरको वास्तुकला शैली प्यागोडा हो। मन्दिर वरपर मानिसहरूको चहलपहल देखिन्छ। मन्दिरको छतमा प्रार्थनाको झण्डा झुण्डिएको देखिन्छ। मन्दिर रूख र अन्य भवनहरूको बीचमा अवस्थित छ।,FALSE,FALSE,TRUE,,,,,,,,,
 p_194," कम्प्लेक्समा विभिन्न आकार र आकारका ढुङ्गाका संरचनाहरू हुन्छन्। केही संरचनाहरूमा गुम्बजहरू, स्पाइरहरू, वा छतहरू छन्, जबकि अरूहरू आकाशमा खुला छन्। संरचनाहरू जनावरहरू, देवताहरू र ढाँचाहरूको नक्काशीले सजाइएको छ। कम्प्लेक्स रूख र घाँस भएको हरियो क्षेत्रमा अवस्थित छ। आकाश सफा छ र नीलो घाम संकेत गर्दछ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_195," जङ्गल क्षेत्रमा अवस्थित पशुपतिनाथ मन्दिर र तीर्थस्थलहरू। संरचनाहरू आकार र आकारमा भिन्न हुन्छन्, प्रत्येकले जटिल नक्काशी र विवरणहरू प्रदर्शन गर्दछ। मन्दिर र तीर्थहरू राम्ररी संरक्षित छन्, तिनीहरूको ऐतिहासिक महत्त्वलाई संकेत गर्दछ। सफा आकाश र रूखहरूको प्राकृतिक पृष्ठभूमिले स्थानको शान्त वातावरणमा थप्छ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_196,धेरै हात र धमिलो अनुहार भएको हिन्दू देवताको मूर्ति। मूर्तिले रातो कपडा लगाएको छ र इट्टाको कुनामा राखिएको छ। मूर्तिको खुट्टामा फूलको पंखुडी र अन्य साना वस्तुहरू चढाइन्छ।,FALSE,FALSE,TRUE,,,,,,,,,
 p_197," पशुपतिनाथ भनेर चिनिने परम्परागत नेपाली मन्दिर परिसर। मन्दिर टायर गरिएको छाना र अलंकृत सजावट संग निर्माण गरिएको छ। मन्दिर वरिपरि एउटा आँगन छ, जसमा पोखरी र वरिपरि घुमिरहेका मानिसहरू छन्।",FALSE,FALSE,TRUE,,,,,,,,,
 p_198," मन्दिरहरू सेतो र सुनको उच्चारण भएका छन् र रातो छानाहरू छन्। मन्दिरहरूमा विभिन्न आकार र आकारहरू छन्, केही गुम्बजहरू र स्पायरहरू छन्। मन्दिरहरू रूखका हाँगाहरू र तारहरूले घेरिएका छन् जसले भवनहरूसँग भिन्नता सिर्जना गर्दछ। एक आकाश नीलो छ जुन घामको दिनलाई संकेत गर्दछ।",FALSE,FALSE,TRUE,,,,,,,,,
 p_199,यो तस्बिरले भित्तामा एउटा भित्ति चित्र देखाउँछ जसमा हिन्दू देवता बाघमा हातमा त्रिशूल लिएर बसेको देखाइएको छ। देवताका धेरै हात छन् र मुकुट लगाउँछन्। ठाउँठाउँमा रंग उखेलेर भित्ताको अवस्था कमजोर छ। भित्तिको पृष्ठभूमि पहाडी परिदृश्य हो। पर्खाल कंक्रीटको बनेको छ र काठको ढोका र झ्याल छ।,FALSE,FALSE,TRUE,,,,,,,,,
 p_200," छविले धेरै संरचनाहरू भएको मन्दिर परिसरलाई चित्रण गर्दछ। कम्प्लेक्स भित्रको पानीको घेरा वरिपरि मानिसहरु जम्मा हुन्छन् । संरचनाको वास्तुकला परम्परागत नेपाली हो। पानीबाट धुवाँ निस्किएको देखिन्छ । आकाश बादलले ढाकेको देखिन्छ, र पृष्ठभूमिमा चराहरू उडिरहेको देख्न सकिन्छ। अग्रभूमिमा बाँसको डण्डी र फोहोरको थुप्रो देखाइएको छ।",FALSE,FALSE,TRUE,,,,,,,,,
 l_1, अगाडि एउटा सेतो भवन छ जसको अगाडि पानीको ठूलो पोखरी छ। लुम्बिनी मन्दिरको सेतो पर्खाल र सुनको छाना नीलो आकाशमा उभिएको छ। मन्दिरलाई खाडलले घेरिएको छ र झण्डाहरूले रङ्गको पप थप्छ। दृश्य।,TRUE,FALSE,FALSE,,,,,,,,,
 l_2,लुम्बिनीको मन्दिरमा भिक्षुहरू र आगन्तुकहरूको समूह भेला हुन्छ। सुन्तला रंगको लुगा लगाएका भिक्षुहरू इट्टाको मञ्चमा बस्छन्। सेतो लुगा लगाएका आगन्तुकहरू इट्टाको मञ्चमा बस्छन्। सेतो पर्खाल र पृष्ठभूमिमा अग्लो चिम्नी भएको मन्दिर।,TRUE,FALSE,FALSE,,,,,,,,,
 l_3, मन्दिरको दृश्य र सूर्यास्तमा पानीमा यसको प्रतिबिम्ब। सूर्यास्तमा मन्दिरको प्रतिबिम्बित पोखरीको किनारमा मानिसहरूको समूह भेला हुन्छ। सेतो मन्दिर र यसको सुनौलो छाना सूर्यास्तमा गुलाबी आकाश विरुद्ध खडा हुन्छ। पानीमा मन्दिरको प्रतिबिम्ब लुम्बिनीको मायादेवी मन्दिरमा छ ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_4," यो सेतो मन्दिरको तस्बिर हो जसको बीचमा सुनको बुद्धको मूर्ति छ। मन्दिर सेतो संगमरमरले बनेको छ र दाहिने तिर अग्लो स्पायर छ। बुद्ध मूर्ति सुनौलो छ र मन्दिरको बीचमा विराजमान छ। आकाश धमिलो खैरो छ, मन्दिरलाई अझ फरक बनाउँछ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_5,"मन्दिरको दृश्य र पानीमा यसको प्रतिबिम्ब। सेतो मन्दिर र यसको सुनौलो छाना सूर्यास्तमा गुलाबी आकाश विरुद्ध खडा हुन्छ। पानीमा मन्दिरको प्रतिबिम्ब सूर्यास्तमा शान्त वातावरण सिर्जना गर्दछ। मन्दिर वरिपरि खाडल, रूखहरूले घेरिएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_6, यो पृष्ठभूमिमा सेतो भवन भएको घाँसे मैदानमा ईंटको संरचनाको फोटो हो। इँटाको संरचना लुम्बिनीको पुरानो भवनको भग्नावशेष हो। तस्बिर नीलो आकाशको साथ घमाइलो दिनमा लिइएको थियो। भग्नावशेषहरू हरियो घाँस र अग्रभूमिमा सानो चिन्हले घेरिएका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_7, यो पृष्ठभूमिमा सेतो भवन भएको घाँसे मैदानमा ईंटको संरचनाको फोटो हो। इँटाको संरचना लुम्बिनीको पुरानो भवनको भग्नावशेष जस्तो देखिन्छ। तस्बिर नीलो आकाशको साथ घमाइलो दिनमा लिइएको थियो। भग्नावशेषहरू हरियो घाँस र अग्रभूमिमा सानो चिन्हले घेरिएका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_8,माथि सुनको टुक्रा भएको सेतो बौद्ध मन्दिर। सुनको टुक्रा भएको सेतो मन्दिर तर्फ बाटोमा हिंडिरहेको मान्छेहरूको समूह। सेतो गुम्बज भएको मन्दिर।,TRUE,FALSE,FALSE,,,,,,,,,
 l_9, मूर्तिहरू र भेटीहरू सहितको रंगीन बौद्ध मन्दिर। एउटा मन्दिरमा बुद्धको मूर्ति र अन्य आकृतिहरू भएको मन्दिर। नीलो वेदी र सुनका मूर्तिहरू भएको बौद्ध मन्दिर। पृष्ठभूमिमा भित्ति चित्र भएको मन्दिरमा रातो बुद्धको मूर्ति र अन्य मूर्तिहरू भएको मन्दिर।,TRUE,FALSE,FALSE,,,,,,,,,
 l_10, यो अग्लो अशोक स्तम्भ र रंगीन झण्डा भएको इट्टाको भवनको फोटो हो। भवन रातो छ र धेरै झ्यालहरू छन्। झण्डाको छेउमा भुइँमा एकजना व्यक्ति बसेका छन् । आकाश निलो छ र रूखहरू हरियो छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_11, पृष्ठभूमिमा सुनको टुक्रा भएको सेतो मन्दिर र अग्रभूमिमा गुलाबी कमलका फूलहरू भएको पोखरी। मन्दिर चारैतिर हरिया रुख र घाँसले घेरिएको छ । आकाश धुलो छ र फोटो दिनको समयमा लिइएको थियो।,TRUE,FALSE,FALSE,,,,,,,,,
 l_12,पृष्ठभूमिमा सुनको टुक्रा भएको सेतो मन्दिर र अग्रभूमिमा गुलाबी कमलका फूलहरू भएको पोखरी। मन्दिर चारैतिर हरिया रुख र घाँसले घेरिएको छ । आकाश धमिलो छ।बायाँतिर अशोक स्तम्भ छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_13, पृष्ठभूमिमा रूख भएको ऐतिहासिक स्थल। साइट रातो इट्टाले बनेको छ र शीर्षमा झण्डा छ। मानिसहरू साइट वरिपरि घुमिरहेका छन् र फोटो खिचिरहेका छन्। आकाश निलो छ र घाँस हरियो छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_14, अग्रभूमिमा सुनौलो बुद्धको मुर्ति भएको लुम्बिनीको मन्दिर। मन्दिर परम्परागत छानासहित सेतो र हरियालीले घेरिएको छ। सेतो बादलले आकाश नीलो छ र तस्विर तल्लो कोणबाट लिइएको हो। तस्बिरको बिचमा रहेको बुद्धको मूर्ति मन्दिरको मुखमा छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_15,यो नेपालको एउटा मन्दिरको तस्बिर हो जसको अग्रभूमिमा सुनको टुक्रा र गुलाबी कमलको फूल भएको पोखरी छ। मन्दिर चारैतिर हरिया रुख र घाँसले घेरिएको छ । आकाश निलो छ र पृष्ठभूमिमा रूखहरू छन्। मन्दिरको वरिपरि घुम्न र दृश्यको आनन्द लिने मानिसहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_16, अग्रभूमिमा सुन्दर बगैंचा भएको परम्परागत चिनियाँ मन्दिर। मन्दिरमा रातो छाना छ र रुख र झाडीहरूले घेरिएको छ। बगैचामा मन्दिरसम्म पुग्ने ढुङ्गाको बाटो छ र हरियाली र फूलहरूले भरिएको छ। आकाश निलो छ र मौसम घाम लाग्ने देखिन्छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_17, यो पृष्ठभूमिमा ठूलो रूख र वरपर हिंडिरहेका मानिसहरू भएको ऐतिहासिक स्थलको फोटो हो। साइट इट्टाले बनेको देखिन्छ र जीर्ण अवस्थामा छ। रूख ठूलो छ र चौडा ट्रंक र धेरै हाँगाहरू छन्। आकाश निलो छ र आकाशमा केही बादलहरू छन्। त्यहाँ मानिसहरू साइट वरिपरि हिंडिरहेका छन् र कोही फोटो खिचिरहेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_18,ठूलो सेतो गुम्बज र रंगीन सजावट भएको मन्दिर। मन्दिर अगाडिको भागमा सुनको मुर्तिसहितको राम्रो संगठित बगैंचाले घेरिएको छ। मन्दिरमा सुनौलो उच्चारण र रातो र सुनको ट्रिम भएको पहेंलो छाना छ। मन्दिरमा नीलो र सेतो शटरसहित धेरै झ्यालहरू छन्। आकाश निलो छ र मन्दिर चारैतिर हरियो रूखहरूले घेरिएको छ,TRUE,FALSE,FALSE,,,,,,,,,
 l_19," यो अग्रभूमिमा सुन्दर बगैचा भएको परम्परागत चिनियाँ मन्दिरको फोटो हो। मन्दिर घुमाउरो छाना र अलंकृत सजावटको साथ एक ठूलो सुन्तला र रातो भवन हो। बगैचा हरियो रूखहरू र झाडीहरूले भरिएको छ, र मन्दिरसम्म पुग्ने ढुङ्गाको बाटो छ। आकाश निलो छ र मौसम घाम लाग्ने देखिन्छ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_20, एक अद्वितीय डिजाइन संग एक मन्दिर। मन्दिरमा नीलो छाना र माथि सुनौलो गोलो भएको सेतो गुम्बज छ। मन्दिर हरियालीले घेरिएको छ र पृष्ठभूमिमा सफा नीलो आकाश छ। मन्दिरमा धेरै झ्यालहरू छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_21,यो लुम्बिनीको एउटा मन्दिरको तस्बिर हो जसको माथि सुनौलो बुद्धको मूर्ति छ। मन्दिर वरिपरि रूखहरूले घेरिएको छ र त्यहाँ वरिपरि मानिसहरू हिंड्छन्। मन्दिरमा अग्लो ढुङ्गाको संरचना छ जसको माथि बुद्धको मूर्ति छ। मन्दिरको फोटोको दायाँपट्टि सुनको गुम्बज छ। आकाश बादल छ र फोटो दिन को समयमा लिइएको छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_22," माथि सुनौलो गुम्बज भएको सेतो मन्दिर, यसको अगाडिको पानीमा प्रतिबिम्बित। मन्दिरलाई सेतो पर्खालले घेरिएको छ जसको माथि झण्डाहरू छन्। मन्दिर रूख र घाँस भएको हरियो क्षेत्रमा अवस्थित छ। आकाश निलो छ र केही बादलहरू छन्",TRUE,FALSE,FALSE,,,,,,,,,
 l_23," धेरै रंगीन सजावट र प्रसाद संग एक बौद्ध मन्दिर। मन्दिर काठको भुइँ र पर्खाल भएको कोठामा अवस्थित छ। मन्दिरको बीचमा तीनवटा सुनौलो बुद्ध मूर्तिहरू छन्, जसको माथि ठूलो सुन्तला र सुनको छाना छ। त्यहाँ फूल, फल, र मैनबत्ती सहित मन्दिरमा धेरै प्रसाद छन्। तिब्बती लिपिसहितको तीर्थस्थल रंगीन ब्यानर र झण्डाले सजाइएको छ।",TRUE,FALSE,FALSE,,,,,,,,,
l_24, पृष्ठभूमिमा ताल भएको पार्कमा अनन्त ज्वालाको साथ स्मारक। स्मारक सेतो ढुङ्गाले बनेको छ र यसमा एउटा फलक छ। अनन्त ज्वाला स्मारकको शीर्षमा कालो धातुको कचौरामा छ। स्मारक हरियाली र एक ईंट पैदल मार्गले घेरिएको छ। पृष्ठभूमिमा रहेको तालमा झरना छ,TRUE,FALSE,FALSE,,,,,,,,,
 l_25, एउटा सानो पोखरीमा अग्लो ढुङ्गाको स्तम्भ। स्तम्भलाई बार र रूखहरूले घेरिएको छ। स्तम्भ खैरो रंगको छ र यसमा रातो चिन्हहरू छन्। पोखरीलाई इँटाको पर्खालले घेरिएको छ। पृष्ठभूमि रूखहरू र सफा आकाश समावेश गर्दछ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_26," यो अग्लो चिम्नी भएको अशोक स्तम्भ भवनको फोटो हो। स्तम्भ बेलनाकार छ र माथि एउटा सानो सुनको गुम्बज छ। भवनमा धेरै झ्यालहरू छन्, जसमध्ये केही बोर्डअप छन्। भवनको अगाडि रंगीन लुगा झुण्डिएको बार छ । लुगाहरू प्रायः सेतो हुन्छन्, केही रातो र पहेंलो टुक्राहरू सहित। आकाश निलो छ र त्यहाँ कुनै बादल देखिँदैन।",TRUE,FALSE,FALSE,,,,,,,,,
 l_27,"एक परम्परागत हिन्दू मन्दिर। मन्दिरलाई रातो र सुनको कपडा र प्रसादले सजाइएको छ। भेटीहरूमा फूलहरू, धूपहरू र खानाका कचौराहरू समावेश छन्। मन्दिर इट्टाको पर्खालको बिरूद्ध छ र अग्रभूमिमा ज्वाला बलिरहेको छ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_28," यो मन्दिरको प्रवेशद्वारको तस्बिर हो जसको दुबै छेउमा दुईवटा सिंहको मूर्ति छ। प्रवेशद्वार उज्यालो रङमा रंगिएको छ, नीलो ढोका र पहेंलो पर्खालहरू सहित। सिंहका मूर्तिहरू रातो पाउडरले ढाकिएका छन्, सम्भवतः धार्मिक समारोहबाट। एउटा बच्चा प्रसादको थाल लिएर प्रवेशद्वारको अगाडि उभिरहेको छ। पृष्ठभूमिले कपडाको रेखा र एकजना मानिस हिंडिरहेको देखाउँछ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_29, यो पहाडमा रहेको पुरानो मन्दिरको चित्र हो। मन्दिर इट्टाले बनेको छ र छाना छ। मन्दिर चारैतिर रुख र हरियालीले घेरिएको छ । आकाश निलो छ र छवि दिन को समयमा लिइएको छ,TRUE,FALSE,FALSE,,,,,,,,,
 l_30,माथि सुनको टुक्रा भएको सेतो मन्दिर। मन्दिर हरियालीले घेरिएको छ र पृष्ठभूमिमा सफा नीलो आकाश छ। मन्दिरमा ठूलो सेतो गुम्बज र माथि सानो सुनको गुम्बज छ। मन्दिरको वरिपरि मानिसहरु घुमिरहेका छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_31, यो बालुवा क्षेत्रमा इँटाको भग्नावशेषमा झुण्डिएको रंगीन प्रार्थना झण्डाको फोटो हो। झण्डाहरू विभिन्न रंग र आकारका हुन्छन् र तारहरूमा झुण्डिएका हुन्छन्। तिनीहरू हावामा उडिरहेका छन्। भग्नावशेषहरू अग्रभूमिमा छन् र पृष्ठभूमि रूखहरूको साथ नीलो आकाश हो।,TRUE,FALSE,FALSE,,,,,,,,,
 l_32, वरपर छरिएका धेरै बुद्धका मूर्तिहरू भएको मैदान। मूर्तिहरू विभिन्न मुद्रा र आकारमा छन्। मैदान रुख र हरियालीले घेरिएको छ। पृष्ठभूमिमा निलो भवन छ। आकाश निलो छ र केही बादलहरू देखिने छन्।,TRUE,FALSE,FALSE,,,,,,,,,
 l_33,"यो सुनको छाना र पानीमा प्रतिबिम्ब भएको मन्दिरको फोटो हो। मन्दिर शान्त वातावरणमा रूखहरू र पृष्ठभूमिमा नीलो आकाशको साथ अवस्थित छ। मन्दिरको छानाको छाना र जटिल विवरणहरूको साथ एक अद्वितीय वास्तुकला डिजाइन छ। मन्दिर पानीमा प्रतिबिम्बित हुन्छ, दर्पण छवि सिर्जना गर्दछ।",TRUE,FALSE,FALSE,,,,,,,,,
 l_34, योद्धा र रथहरूसँगको युद्धको दृश्य चित्रण गर्ने एउटा पुरानो ढुङ्गाको नक्काशी। नक्काशी राम्रो अवस्थामा छ र राम्रोसँग संरक्षित छ। यो मन्दिरको पर्खालमा अवस्थित छ।,TRUE,FALSE,FALSE,,,,,,,,,
 l_35, नेपालको लुम्बिनी गेटको फोटो। गेट एउटा ठूलो आर्चवे हो जसको माथि मन्दिर जस्तो संरचना छ। यो इट्टाले बनेको छ र माथि सुनौलो गुम्बज छ। मानिसहरु गेटको वरिपरि हिंडिरहेको देख्न सकिन्छ। फोटो दिनको समयमा लिइएको थियो र आकाश बादल छ,TRUE,FALSE,FALSE,,,,,,,,,
 l_36," मन्दिरमा धेरै स्तरहरू छन् र जटिल डिजाइनहरूले सजाइएको छ। मन्दिरको वरिपरि मानिसहरू हिंडिरहेका छन् र क्षेत्र वरिपरि छरिएका केही रूखहरू छन्। आकाश सुन्तला र गुलाबी छ, मन्दिरको लागि एक सुन्दर पृष्ठभूमि सिर्जना",TRUE,FALSE,FALSE,,,,,,,,,
l_37, सुनको टुक्रा भएको सेतो बौद्ध मन्दिर। यो मन्दिर पहाडमा अवस्थित छ र यसमा पुग्ने सिँढी छ। मन्दिरको माथि ठूलो सुनको टुक्रा र छेउमा सानो सुनको टुक्रा छ। मन्दिरको वरिपरि घुम्ने र सिँढीमा बसेका मानिसहरू छन्। आकाश हल्का नीलो रंगको छ र पृष्ठभूमिमा केही बादलहरू छन्,TRUE,FALSE,FALSE,,,,,,,,,
